semantic_class,n_points,pct_of_total,mean_confidence,centroid_x,centroid_y,centroid_z,convex_hull_volume
2,1015670,85.3241776058792,35.78458455994565,4.353118478657972,12.281580831441643,20.928445114135545,7224.139190068924
1,174696,14.6758223941208,3.5931045931217658,3.8303685865825154,11.628337978494795,14.598577967671206,2028.4159122644337
